Company Name,Legal Name,Parent Company Name,Address,City,ZIP Code,County,Phone Number Combined,Website,Linked-In,Facebook,Instagram,Executive First Name,Executive Last Name,Executive Title,Executive Gender,Executive Ethnicity,Veteran Exemption,Company Description,Column1,Primary NAICS,Primary NAICS Description,NAICS 2,NAICS 2 Description,NAICS 3,NAICS 3 Description,NAICS 4,NAICS 4 Description,Primary SIC Code,Primary SIC Description,Last Updated On,Years In Database
Cedge Software Consultants,,,1324 Washington Ave # 210,Saint Louis,63103,St Louis City,(314) 254-7551,Cedgecorp.Com,,https://facebook.com/cedgesoftwareconsultsllc/,,Deirdra,Battle,Operations,,Western Europe,,,,51321005,Software Publishers,,,,,,,737206,Software/Application/Platform Publishing,202606,5
C-Edge Software Consultants,C-EDGE SOFTWARE CONSULTANTS LLC,,1232 Washington Ave # 310,Saint Louis,63103,St Louis City,(618) 726-2552,Cedgecorp.Com,,,,Sekhar,Prabhakar,Owner,Male,South Asian,,,,51321005,Software Publishers,54151104,Custom Computer Programming Services,,,,,737206,Software/Application/Platform Publishing,202606,10
Celebration City Community Ctr,CELEBRATION CITY COMMUNITY CHILDCARE CTR,,4130 E Lexington Ave,Saint Louis,63115,St Louis City,(314) 761-6132,,,,,Prientiss,Thomas,Other,,Western Europe,,,,71394010,Fitness And Recreational Sports Centers,,,,,,,799935,Halls & Auditoriums,201912,8
Celestite DJ Entertainment,,,1019 Skinker Pkwy,Saint Louis,63112,St Louis City,(314) 327-4357,,,,,,,,,Uncoded,,Professional Dj Services,,71151004,"Independent Artists, Writers, And Performers",,,,,,,792908,Music & Live Entertainment,201805,9
Cement Contractors Inc,CEMENT CONTRACTORS INC,,6159 Maple Ave,Saint Louis,63130,St Louis,(314) 644-2808,Howecollision.Com,,,,Tony,Vitale,Owner,Male,Mediterranean,,,,32739002,Other Concrete Product Manufacturing,23811001,Poured Concrete Foundation And Structure Contracto,23899008,All Other Specialty Trade Contractors,,,327209,Concrete Products-Except Block & Brick (Mfrs),202510,19
Cemetery PDTS Svc Of St Louis,CEMETERY PRODUCTS & SVC OF ST LOUIS INC,,7775 Saint Charles Rock Rd,Saint Louis,63114,St Louis,(314) 725-7802,Lakecharlescemetery.Com,,,,Sandra,Jackson,Owner,Female,Western Europe,,,,45521974,All Other General Merchandise Retailers,81222004,Cemeteries And Crematories,,,,,599972,Monuments,202504,18
Cemsi,,,3121 Washington Ave,Saint Louis,63103,St Louis City,(314) 531-1888,Cemsi.Net,,,,Greg,Rice,President,Male,Western Europe,,,,42361023,"Electrical Apparatus And Equipment, Wiring Supplie",,,,,,,506333,Electric Motors-Dlrs/Repairing (Whls),202511,15
Centene Corp,CENTENE CORP,CENTENE CORP,1 Brookings Dr,Saint Louis,63130,St Louis,(314) 935-3191,Centenecenter.Wustl.Edu,,,,,,,,Uncoded,,,,54171518,"Research And Development In The Physical, Engineer",52411403,Direct Health And Medical Insurance Carriers,62199919,All Other Miscellaneous Ambulatory Health Care Ser,62419025,Other Individual And Family Services,873304,Medical Research,202504,7
Center Alvin,,,5529 Bramlage Ct,Saint Louis,63136,St Louis,(314) 383-3753,,,,,Alvin,Center,Owner,Male,Western Europe,,,,23611816,Residential Remodelers,81131043,Commercial And Industrial Machinery And Equipment,,,,,152105,Home Improvements,202405,16
Center For Bus Ind & Labor,,,300 S Broadway,Saint Louis,63102,St Louis City,(314) 539-5000,Cbil.Org,,,,Shayna,Howell,Other,Female,Western Europe,,,,33999936,All Other Miscellaneous Manufacturing,,,,,,,399903,Manufacturers,202605,12
Center For Mind Body & Spirit,,,7649 Delmar Blvd,Saint Louis,63130,St Louis,(314) 725-6767,Centerformindbodyspirit.Com,,https://www.facebook.com/centerformindbodyspirit,,Deborah,Zorensky,Owner,Female,Eastern European,,,,81219908,Other Personal Care Services,81299041,All Other Personal Services,62199926,All Other Miscellaneous Ambulatory Health Care Ser,,,729917,Massage Therapists,202604,21
Center For The Study-Race,,,1 Brookings Dr,Saint Louis,63130,St Louis,(314) 273-5442,Cre2.Wustl.Edu,,,,Lindsay A,Spell,,Female,Western Europe,,,,62134006,"Offices Of Physical, Occupational And Speech Thera",62139901,Offices Of All Other Miscellaneous Health Practiti,,,,,804911,Occupational Therapists,202404,4
Center Of Creative Arts Coca,,,6880 Washington Ave,Saint Louis,63130,St Louis,(314) 725-6555,Cocastl.Org,,https://www.facebook.com/cocastl,,Jayne,Brooks,Owner,Female,Western Europe,,,,61161011,Fine Arts Schools,71112002,Dance Companies,81331104,Human Rights Organizations,81331908,Other Social Advocacy Organizations,791101,Dancing Instruction,202607,32
Center Point Terminal Co,,APEX OIL CO INC,1 Mullanphy St,Saint Louis,63102,St Louis City,(314) 621-0522,Worldpointterminals.Com,,,,Ron,Cobine,Manager,Male,Western Europe,,,,42472018,Petroleum And Petroleum Products Merchant Wholesal,,,,,,,517215,Oils-Petroleum (Whls),202604,33
Central Bus Facility,,,3330 Spruce St,Saint Louis,63103,St Louis City,Not Available,Metrostlouis.Org,,,,Chris,Poehler,Other,Male,Western Europe,,,,81119821,All Other Automotive Repair And Maintenance,,,,,,,754914,Vehicle Inspection Service,202601,5
Central Counter Co,,,6260 N Broadway,Saint Louis,63147,St Louis City,(314) 385-6322,Shoelist.Us,,,,Roger,Stahlhuth,President,Male,Uncoded,,,,31699028,Other Leather And Allied Product Manufacturing,33251015,Hardware Manufacturing,33299910,All Other Miscellaneous Fabricated Metal Product M,,,313101,Shoes-Manufacturers Supplies (Mfrs),202605,43
Central Garage,,,3857 Dr Martin Luther King Dr,Saint Louis,63113,St Louis City,(314) 531-0927,,,,,Jack,Elman,Owner,Male,Western Europe,,,,81111104,General Automotive Repair,81111423,Specialized Automotive Repair,,,,,753801,Automobile Repairing & Service,202604,18
Central Market,,,4162 N Newstead Ave,Saint Louis,63115,St Louis City,(314) 282-0502,Centralmarketstl.Com,,,,,,,,Uncoded,,,,44511003,Supermarkets And Other Grocery Retailers (Except C,72251301,Limited-Service Restaurants,,,,,541105,Grocers-Retail,202503,12
Central Paper Stock Co Inc,CENTRAL PAPER STOCK INC,,6665 Jonas Pl,Saint Louis,63134,St Louis,(314) 521-8686,Paperrecycler.Com,,,,Marty,Mckay,Vice President,Male,Western Europe,,,,42393016,Recyclable Material Merchant Wholesalers,48849005,Other Support Activities For Road Transportation,42393031,Recyclable Material Merchant Wholesalers,42393014,Recyclable Material Merchant Wholesalers,509323,Recycled Products (Whls),202410,6
Central Parking System,,METROPOLIS TECHNOLOGIES INC,720 Olive St # 1650,Saint Louis,63101,St Louis City,(314) 421-4063,Spplus.Com,,,,Mollish,Joe,General Mgr,,Western Europe,,,,81293004,Parking Lots And Garages,45511003,Department Stores,,,,,752102,Parking Stations & Garages,202510,23
Central Print,,,2624 N 14th St,Saint Louis,63106,St Louis City,(314) 241-1346,Centralprint.Org,,https://www.facebook.com/centralprintstudios/,,Marie,Oberkirsch,Other,Female,Western Europe,,,,32311109,Commercial Printing (Except Screen And Books),81331908,Other Social Advocacy Organizations,99999005,Unclassified Establishments,,,275202,Printers (Mfrs),202606,13
Central Restaurant Supply,,,100 Clinton St,Saint Louis,63102,St Louis City,(314) 436-7177,Csf-Inc.Com,,,,Bonnie,Gearhardt,Owner,Female,Western Europe,,,,42344031,Other Commercial Equipment Merchant Wholesalers,42344032,Other Commercial Equipment Merchant Wholesalers,,,,,504625,Restaurant Equipment & Supls-Used (Whls),202408,19
Central States Liquidation,,,12110 Lusher Rd,Saint Louis,63138,St Louis,(314) 274-2371,,,https://www.facebook.com/centralstatesliquidation,,Sherry,Marsala,President,Female,Mediterranean,,,,56199014,All Other Support Services,45951019,Used Merchandise Retailers,,,,,738958,Liquidators,202308,13
Central States Thermo King-St,,,420 E Carrie Ave,Saint Louis,63147,St Louis City,(314) 771-6666,Cstk.Com,,,,,,,,Uncoded,,"Thermo King Is The World Leader IN Transport Temperature Control Systems For Trucks, Trailers, Buses And Rail Cars. Thermo King Also Manufactures Auxiliary Power Units, Which Dramatically Reduce Engine Idling. As Part Of Thermo Kings Unmatched Nationwide Dealer Network, We Provide Expert Factory-Trained Service When And Where You Need It, And A Complete Line Of Genuine And Competitive Parts. Trust US To Get You Back On The Road Quickly And Keep You Up And Running.",,42312050,Motor Vehicle Supplies And New Parts Merchant Whol,23822020,"Plumbing, Heating, And Air-Conditioning Contractor",23822002,"Plumbing, Heating, And Air-Conditioning Contractor",23822011,"Plumbing, Heating, And Air-Conditioning Contractor",501304,Truck Refrigeration Equipment (Whls),202503,6
Central Transport Intl,,CENTRAL TRANSPORT LLC,540 Gimblin Rd,Saint Louis,63147,St Louis City,(586) 467-1900,Centraltransport.Com,,,,,,,,Uncoded,,,,48423017,"Specialized Freight (Except Used Goods) Trucking,",48423013,"Specialized Freight (Except Used Goods) Trucking,",,,,,421309,Trucking-Motor Freight,202206,16
Central Waste Material Co,,,1510 N Broadway,Saint Louis,63102,St Louis City,(314) 788-4106,Centralwastematerialco.Localsearch.Com,,,,Fred,Bierman,President,Male,Western Europe,,Aluminum Pipe Pipes Piping & Pipe Supplies Plate Metals Plates Sheet Metals Sheets Stainless Metals Stainless Steel,,42351002,Metal Service Centers And Other Metal Merchant Who,23891054,Site Preparation Contractors,33111006,Iron And Steel Mills And Ferroalloy Manufacturing,33111014,Iron And Steel Mills And Ferroalloy Manufacturing,505128,Aluminum (Whls),202606,43
Central West Trading West,,,,Saint Louis,63101,St Louis City,(314) 393-1616,Explorestlouis.Com,,,,,,,,Uncoded,,,,99999004,Unclassified Establishments,,,,,,,999977,Nonclassified Establishments,202310,9
Central Western Intl Corp,CENTRAL WESTERN INTL CORP,,4526 Woodson Rd,Saint Louis,63134,St Louis,(314) 426-0047,,,,,,,,,Uncoded,,,,23829027,Other Building Equipment Contractors,,,,,,,179935,Computer Rooms-Installation & Equipment,202604,30
Centric Group,,,2001 Innrblt Bs Ctr Dr,Saint Louis,63114,St Louis,(314) 428-0477,Tkcholdings.Com,,,,Rich,Gray,Operations,Male,Western Europe,,,,99999004,Unclassified Establishments,,,,,,,999977,Nonclassified Establishments,202601,14
Centric Security & Automation,,,900 Spruce St,Saint Louis,63102,St Louis City,(314) 442-6860,Centricstl.Com,http://www.linkedin.com/company/centric-security-&-automation-inc-,https://www.facebook.com/centricstl,,Brad,Frailey,Owner,Male,Western Europe,,,,42361063,"Electrical Apparatus And Equipment, Wiring Supplie",,,,,,,506304,Security Control Equip & Systems-Whls,202604,15
Century Alarms,,,1513 Irving Ave,Saint Louis,63133,St Louis,(314) 383-1513,,,,,,,,,Uncoded,,,,42361063,"Electrical Apparatus And Equipment, Wiring Supplie",44418028,Other Building Material Dealers,56161208,Security Guards And Patrol Services,,,506304,Security Control Equip & Systems-Whls,202406,23
Century Heating & Cooling,,,3500 Indiana Ave,Saint Louis,63118,St Louis City,(314) 772-3552,,,https://www.facebook.com/profile.php,,Don,Hable,Owner,Male,Western Europe,,,,23822002,"Plumbing, Heating, And Air-Conditioning Contractor",,,,,,,171117,Air Conditioning Contractors & Systems,202603,26
Century Used Brick,,,2332 S 3rd St,Saint Louis,63104,St Louis City,(314) 962-4400,,,https://www.facebook.com/brickmanjr,,Barb,Buck,Owner,Female,Western Europe,,,,44418005,Other Building Material Dealers,32712001,Clay Building Material And Refractories Manufactur,42332006,"Brick, Stone, And Related Construction Material Me",,,521123,Brick-Used,202201,40
Ceomom Empire LLC,CEOMOM EMPIRE LLC,,911 Washington Ave # 501,Saint Louis,63101,St Louis City,(314) 329-4111,Devonmoodygraham.Com,,https://www.facebook.com/ceomomchronicles,,,,,,Uncoded,,,,54161302,Marketing Consulting Services,99999005,Unclassified Establishments,,,,,874214,Marketing Consultants,202601,6
Certified Motor Co,CERTIFIED MOTORS INC,,9700 Diamond Dr,Saint Louis,63137,St Louis,(314) 867-6388,Missouri.Repair-Auto.Org,,,,Mike,Paro,Owner,Male,Hispanic,,,,81111104,General Automotive Repair,,,,,,,753801,Automobile Repairing & Service,202508,43
Cervantes Viab Food Svc,,,10 S Broadway,Saint Louis,63102,St Louis City,(314) 240-5866,,,,,Lucy,Bommarito,Manager,Female,Mediterranean,,,,72232001,Caterers,,,,,,,581212,Caterers,202208,12
Cesar A Millan Attorney At Law,,,8434 Page Ave,Saint Louis,63130,St Louis,(314) 816-0266,Cesaramillan.Com,,,,Cesar A,Millan,,Male,Hispanic,,"Cesar A. Millan, Attorney At Law, Located IN Saint Louis, MO, Has Been Dedicated To Serving The Community Since 2006. Specializing IN A Wide Range Of Legal Services, We Are Committed To Providing Personalized And Knowledgeable Representation To Our Clients. Whether You Are Facing Complex Legal Issues OR Need Straightforward Legal Advice, Our Experienced Team Is Here To Help Guide You Through The Process With Professionalism And Care. Trust Cesar A. Millan, Attorney At Law, For All Your Legal Needs.",,54111002,Offices Of Lawyers,52429801,All Other Insurance Related Activities,54119906,All Other Legal Services,61169204,Automobile Driving Schools,811103,Attorneys,202606,2
CG Tee's,CG TEES,,1901 Brown Rd,Saint Louis,63114,St Louis,(314) 423-9770,Cgstees.Com,,,,Charles,Muncy,Owner,Male,Western Europe,,,,42435020,Clothing And Clothing Accessories Merchant Wholesa,,,,,,,513611,T-Shirts-Wholesale,202206,20
Chaifetz Arena,,,1 S Compton Ave,Saint Louis,63103,St Louis City,(314) 977-5000,Chaifetzarena.Com,,https://www.facebook.com/chaifetzarena,,David,Meyer,Director,Male,Western Europe,,,,71131003,"Promoters Of Performing Arts, Sports, And Similar",,,,,,,794104,Stadiums Arenas & Athletic Fields,202606,19
Chakq Nation LLC,CHAKQ NATION LLC,,3442 Wyoming St,Saint Louis,63118,St Louis City,Not Available,Chakqnation.Com,,,,,,,,Uncoded,,,,99999004,Unclassified Establishments,,,,,,,999977,Nonclassified Establishments,202508,5
Chambers Automotive Repair,CHAMBERS AUTO REPAIR,,9730 Halls Ferry Rd,Saint Louis,63136,St Louis,(314) 869-2990,,,,,Frank,Chambers,Owner,Male,Western Europe,,,,81111104,General Automotive Repair,,,,,,,753801,Automobile Repairing & Service,202510,29
Chambers Laundrymat,CHAMBERS LAUNDRYMAT INC,,2471 Chambers Rd,Saint Louis,63136,St Louis,(314) 388-9524,,,,,,,,,Uncoded,,,,81231001,Coin-Operated Laundries And Drycleaners,81232001,Drycleaning And Laundry Services (Except Coin-Oper,,,,,721501,Laundries-Self Service,202206,16
Chameleon Inc,CHAMELEON PRINT & COPY,,3207 Washington Ave,Saint Louis,63103,St Louis City,(314) 773-7200,Chameleonis.Com,,https://www.facebook.com/chameleonintegratedservices,,,,,,Uncoded,,,,54151202,Computer Systems Design Services,54151105,Custom Computer Programming Services,54199009,"All Other Professional, Scientific, And Technical",,,737905,Computer Consultants,202605,6
Chameleon Integrated Svc,,,3207 Washington Ave,Saint Louis,63103,St Louis City,(314) 773-7200,Chameleonis.Com,https://www.linkedin.com/company/chameleon-integrated-services,https://www.facebook.com/chameleonintegratedservices,,Jeff,Kelley,Owner,Male,Western Europe,,"Chameleon Integrated Services Provides A Range Of Information Technology Services For The United States Government, As Well As Various Commercial Organizations. The Company, Also Known As Cis, Is A Small-Disadvantaged Business That Has Been IN Operation Since 1998. Chameleon Integrated Services Supports A Variety Of Fundraising Events. The Company Offers Temporary And Permanent Placement Services. It Also Provides Project Staffing, Managed And Business Outsourcing Solutions. The Company Uses The Chameleon Program Management Technology. IN Addition, It Offers A Selection Of Enterprise Solutions. The Company Provides Systems Development, Integration, Maintenance And Support Services. Chameleon Integrated Services  Clients Include The Department Of Agriculture And The Defense Information Systems Agency.",,54199009,"All Other Professional, Scientific, And Technical",54151105,Custom Computer Programming Services,54151109,Custom Computer Programming Services,,,899999,Services NEC,202607,23
Champack Sales,,,4433 Woodson Rd,Saint Louis,63134,St Louis,(314) 423-3553,Wnepstein.Com,,,,,,,,Uncoded,,,,45521908,All Other General Merchandise Retailers,,,,,,,539901,General Merchandise-Retail,202607,27
Champion Scale,CHAMPION SCALE CO OF QUINCY,,3849 S Broadway,Saint Louis,63118,St Louis City,(314) 772-5590,Championscale.Com,,,,Doug,Mohesky,Manager,Male,Eastern European,,,,42344035,Other Commercial Equipment Merchant Wholesalers,42361073,"Electrical Apparatus And Equipment, Wiring Supplie",53249011,Other Commercial And Industrial Machinery And Equi,81121054,Electronic And Precision Equipment Repair And Main,504607,Scales (Whls),202604,43
Champion Scale Of Quincy Inc,CHAMPION SCALE CO OF QUINCY,,3849 S Broadway,Saint Louis,63118,St Louis City,(217) 223-6442,Championscale.Com,,,,,,,,Uncoded,,,,42344035,Other Commercial Equipment Merchant Wholesalers,,,,,,,504607,Scales (Whls),202605,42
Champion Windows Mfg Inc,CHAMPION WINDOWS MFG INC,,8630 Pennell Dr,Saint Louis,63114,St Louis,(314) 692-7300,,,,,,,,,Uncoded,,,,33999936,All Other Miscellaneous Manufacturing,,,,,,,399903,Manufacturers,202504,9
Championship Catering,,,2249 Woodson Rd,Saint Louis,63114,St Louis,(314) 606-9520,Championshipcatering.Com,,,,Lawrence,Gerstein,Owner,Male,Western Europe,,,,72232001,Caterers,,,,,,,581212,Caterers,202605,6
Chappie's Chicken LLC,CHAPPIE'S CHICKEN LLC,,3108 Olive St,Saint Louis,63103,St Louis City,(314) 531-4668,,,,,Michael,Hudgens,Manager,Male,Western Europe,,,,72251117,Full-Service Restaurants,,,,,,,581208,Restaurants,202602,12
Charing Cross Library St Louis,,ST LOUIS PUBLIC LIBRARY,356 N Skinker Blvd,Saint Louis,63130,St Louis City,(314) 241-2288,Slpl.Org,,https://www.facebook.com/stlouispubliclibrary,,Charles,Lamkin,Site Manager,Male,Western Europe,,,,51921006,Libraries And Archives,,,,,,,823106,Libraries-Public,202510,42
Charity CFO LLC,CHARITY CFO LLC,,5501 Delmar Blvd # A430,Saint Louis,63112,St Louis City,(314) 390-0220,Thecharitycfo.Com,,,,Tosha R,Anderson,Other,Female,Scandinavian,,,,54121903,Other Accounting Services,,,,,,,872102,Accounting & Bookkeeping General Svc,202606,4
Charlack Pub,,,8334 Lackland Rd,Saint Louis,63114,St Louis,(314) 423-8119,,,https://www.facebook.com/charlack-pub-164830433580354,,John,Breeding,Owner,Male,Western Europe,,,,72241001,Drinking Places (Alcoholic Beverages),72251117,Full-Service Restaurants,72241003,Drinking Places (Alcoholic Beverages),,,581301,Bars,202401,43
Charles P Stanley Cigar Co,,,1000 Washington Ave,Saint Louis,63101,St Louis City,(314) 436-3500,Stanleycigars.Com,,https://www.facebook.com/stanleycigars,,Charles P,Stanley,Owner,Male,Western Europe,,,,45999102,"Tobacco, Electronic Cigarette, And Other Smoking S",,,,,,,599301,Cigar Cigarette & Tobacco Dealers-Retail,202605,16
